x_1,t_eng_1,t_fil_1,x_2,t_eng_2,t_fil_2,label,bisim,editex,editex_separate_substitutions,editex_separate_insertions,editex_separate_deletions,lcsubstring,lcsuf,levenshtein,levenshtein_consonant,levenshtein_separate_substitutions,levenshtein_separate_insertions,levenshtein_separate_deletions,prefix,visual_weighted,visual_weighted_separate_substitutions,visual_weighted_separate_insertions,visual_weighted_separate_deletions,aline_eng_kondrak_eng,aline_eng_kondrak_fil,aline_ph_mc_eng,aline_ph_mc_fil,len_diff,common_prefix_len,common_suffix_len,consonant_count_diff,syllable_diff,syllable_count_diff,vowel_count_diff,fil_vowel_skeleton_match,fil_penult_vowel_match,fil_onset_match,fil_coda_match,fil_phonetic_equal,n_marked,english_prominence_match
bicillin c r,baɪsɪlɪn siː ɑːɹ,bjsillinkɾ,v cillin,viː sɪlɪn,vkillin,0,0.41666666,0.75,1,0,3,0.5,0.0,0.5,0.3333333,2,0,4,0.0,0.71428573,1,0,3,0.5972222,0.56969696,0.5277778,0.56969696,4,0,0,2,1,1,1,0,1,0,0,0,1,0
adderall 15,ædɚɹɔːl fɪftiːn,ʔadɾol15,adderall 20,ædɚɹɔːl twɛnti,ʔadɾol20,0,0.8181818,1.0,0,0,0,0.8181818,0.0,0.8181818,0.75,2,0,0,0.8181818,1.0,0,0,0,0.74864864,1.0,0.75945944,1.0,0,9,0,0,0,0,0,1,1,1,1,1,0,1
tetanus diptheria toxoid,tɛtənəs dɪpθɜːɹiə tɑːksɔɪd,tetanusdiptheɾiatoksoid,tuberculin purified protein derivative,tuːbɚkjʊlɪn pjʊɹɹɪfaɪd pɹoʊtiːn dɪɹɪvətɪv,tubeɾsulinpuɾifiʔedpɾotejndeɾivative,1,0.13157895,0.6055046,8,15,2,0.078947365,0.0,0.2368421,0.27272725,11,16,2,0.02631579,0.57522124,8,15,2,0.38783783,0.3635135,0.32342342,0.32387388,14,1,0,7,6,4,6,0,0,1,0,0,0,0
serzone,sɜːzoʊn,seɾsone,kerlone,kɜːloʊn,keɾlone,0,0.42857143,0.8518518,2,0,0,0.42857143,0.42857143,0.71428573,0.5,2,0,0,0.0,0.85714287,2,0,0,0.7777778,0.7906977,0.7777778,0.7906977,0,0,3,0,0,0,0,1,1,0,1,0,0,1
azacitidine,æzɐsɪɾɪdiːn,ʔasasjtidine,azathioprine,æzɐθɪɑːpɹiːn,ʔasathiopɾine,1,0.41666666,0.77272725,4,1,0,0.25,0.25,0.5833334,0.3333333,4,1,0,0.25,0.7826087,4,1,0,0.7683333,0.6772152,0.69166666,0.6544304,1,3,3,1,1,0,0,0,0,1,1,0,0,1
volumen,vɑːljuːmɛn,volumen,voluven,vɑːluːvən,voluven,1,0.71428573,0.9285714,1,0,0,0.5714286,0.2857143,0.85714287,0.75,1,0,0,0.5714286,0.9285714,1,0,0,0.714,0.8627907,0.654,0.8627907,0,4,2,0,0,0,0,1,1,1,1,0,0,1
folex,foʊlɛks,foleks,foltx,foʊltɛks,foltks,1,0.6,0.9,1,0,0,0.6,0.2,0.8,0.75,1,0,0,0.6,0.9,1,0,0,0.82,0.775,0.82,0.765,0,3,1,1,1,1,1,0,0,1,1,0,1,1
levetiracetam,lɛvɪtɜːɹɐsɛɾæm,levetiɾaketam,levofloxacin,lɛvəflɑːksɐsɪn,levofloksasjn,1,0.30769232,0.72,9,0,1,0.23076923,0.0,0.3076923,0.28571427,6,1,2,0.23076923,0.7,6,1,2,0.7580247,0.6313253,0.6691358,0.57228917,1,3,0,0,1,1,1,0,0,1,0,0,0,1
influenza virus vaccine,ɪnfluːɛnzə vaɪɹəs væksiːn,ʔinflujsaviɾusvakʔineʔ,perflutren lipid microspheres,pɜːflʌtɹən lɪpɪd maɪkɹoʊsfɪɹz,peɾflutɾenlipidmikɾospheɾes,1,0.10344828,0.6666666,14,6,0,0.10344828,0.0,0.2758621,0.25,15,6,0,0.0,0.5894737,12,7,1,0.5141975,0.42865497,0.42160493,0.36842105,6,0,0,6,1,1,0,0,0,0,0,0,0,1
tambocor,tæmbɑːkɚ,tambokoɾ,tembexa,tɛmbɛksə,tembeʔksaʔ,0,0.25,0.76666665,4,0,1,0.25,0.0,0.375,0.6,4,0,1,0.125,0.6666666,4,0,1,0.782,0.5921875,0.652,0.5,1,1,0,1,0,0,0,0,0,1,0,0,0,1
novolin,nɑːvəlɪn,novolin,norlutin,noːɹluːtɪn,noɾlutin,0,0.375,0.79310346,3,1,0,0.25,0.25,0.5,0.6,3,1,0,0.25,0.7241379,3,1,0,0.594,0.624,0.466,0.596,1,2,2,1,0,0,0,1,1,1,1,0,0,1
matulane,mætʃəleɪn,matulaneʔ,anturane,æntʃɚɹeɪn,ʔantuɾaneʔ,0,0.375,0.84375,3,0,0,0.375,0.375,0.625,0.5,3,0,0,0.0,0.8125,3,0,0,0.7781818,0.7145161,0.7309091,0.72096777,0,0,3,0,0,0,0,1,1,0,1,0,0,1
fludrocortisone acetate,flʌdɹəkɔːɹɾɪsoʊn æsɪteɪt,fludɾokoɾtisoneʔaketate,lanreotide acetate,lænɹɪɑːɾaɪd æsɪteɪt,lanɾeotideʔaketate,0,0.39130434,0.78666663,4,0,5,0.39130434,0.39130434,0.6086956,0.53846157,4,0,5,0.0,0.7692308,4,0,5,0.6723881,0.65177304,0.5753731,0.6219858,5,0,9,4,2,2,1,0,1,0,1,0,0,1
capex,keɪpɛks,kapeks,kapidex,kæpaɪdɛks,kapidjks,1,0.2857143,0.7916667,1,2,0,0.2857143,0.2857143,0.57142854,0.5,1,2,0,0.0,0.75,1,2,0,0.74,0.65384614,0.67636365,0.63461536,2,0,2,1,1,2,1,0,0,1,1,0,0,0
sudafed,suːdeɪft,sudafed,sudafed pe,suːdeɪft piː,sudafedpe,1,0.7,0.875,0,2,0,0.7,0.0,0.7,0.6666666,0,3,0,0.7,0.875,0,2,0,0.79636365,0.7818182,0.8036364,0.7854546,3,7,0,1,1,0,1,0,0,1,0,0,1,0
ropivacaine,ɹɑːpɪveɪkeɪn,ɾopivakaʔineʔ,alphacaine,ælfəkeɪn,ʔalphakaʔineʔ,0,0.45454547,0.82051283,3,0,1,0.54545456,0.54545456,0.6363636,0.6,3,0,1,0.0,0.8095238,3,0,1,0.60923076,0.67530864,0.51692307,0.67530864,1,0,6,0,1,1,1,0,0,0,1,0,0,1
mephyton,mɛfɪtən,mephjton,methadone,mɛθɐdoʊn,methadone,1,0.33333334,0.8125,3,1,0,0.22222222,0.0,0.5555556,0.5,3,1,0,0.22222222,0.7647059,3,1,0,0.88125,0.7054545,0.65208334,0.71272725,1,2,0,1,2,0,2,0,0,1,1,0,0,1
penicillin,pɛnɪsɪlɪn,penisillin,pentoxifylline,pɛntəksɪfɪlaɪn,pentoksjfjlline,0,0.42857143,0.76086956,2,4,0,0.2857143,0.0,0.57142854,0.5555556,2,4,0,0.21428572,0.7209302,2,4,0,0.57325584,0.46907216,0.5139535,0.45876288,4,3,0,3,1,1,1,0,1,1,1,0,1,0
nicardipine,nɪkɑːɹdɪpaɪn,nikaɾdipine,nimodipine,nɪmədɪpaɪn,nimodipine,1,0.6363636,0.88095236,2,0,1,0.54545456,0.54545456,0.72727275,0.6666666,2,0,1,0.18181819,0.85714287,2,0,1,0.7402985,0.73880595,0.7104478,0.661194,1,2,6,1,0,0,0,0,1,1,1,0,0,1
vesicare,vɛsɪkɛɹ,vesikaɾe,ticar,tɪkɑːɹ,tikaɾ,0,0.375,0.6923077,1,0,3,0.5,0.0,0.5,0.5,1,0,3,0.0,0.6923077,1,0,3,0.67674416,0.6145833,0.5511628,0.60625,3,0,0,1,2,1,2,0,0,0,1,0,1,0
rasageline,ɹæseɪdʒlaɪn,ɾasageline,repaglinide,ɹɪpæglɪnaɪd,ɾepaglinide,1,0.36363637,0.78571427,2,2,1,0.27272728,0.09090909,0.5454545,0.6666666,2,2,1,0.09090909,0.75,2,2,1,0.7208955,0.75074625,0.6567164,0.65820897,1,1,1,1,0,0,0,0,1,1,0,0,0,1
tradjenta,tɹædʒɛntə,tɾadʤenta,trulicity,tɹuːlɪsɪɾi,tɾuljsitj,1,0.22222222,0.7222222,6,0,0,0.22222222,0.0,0.3333333,0.3333333,6,0,0,0.22222222,0.68571424,6,0,0,0.5719298,0.5542373,0.50526315,0.46271187,0,2,0,0,0,1,0,0,1,1,0,0,0,0
opium tincture,oʊpiəm tɪŋktʃɚ,ʔopiʔumtinktuɾe,paregoric,pɛɹgɔːɹɪk,paɾegoɾajs,1,0.071428575,0.55813956,6,1,5,0.14285715,0.0,0.14285713,0.25,7,0,5,0.0,0.45454544,8,0,4,0.2835443,0.36021507,0.2278481,0.2311828,5,0,0,2,1,1,2,0,0,0,0,0,1,1
soriatane,soːɹɪæteɪn,soɾjataneʔ,soaanz,soʊænts,soʔaʔans,0,0.33333334,0.7037037,1,0,3,0.22222222,0.0,0.5555556,0.25,1,0,3,0.22222222,0.73333335,1,0,3,0.5169811,0.4064516,0.5169811,0.40000004,3,2,0,1,3,3,2,0,0,1,0,0,0,0
ketorolac,kɛɾoːɹɑːlæk,ketoɾolak,etodolac,ɛɾədɑːlæk,ʔetodolak,0,0.5555556,0.88235295,1,0,1,0.44444445,0.44444445,0.7777778,0.6,1,0,1,0.0,0.88235295,1,0,1,0.78909093,0.8636364,0.72727275,0.85636365,1,0,4,1,0,0,0,1,1,0,1,0,0,1
norlestrin 21 1 50,noːɹlɪstɹɪn twɛnti wʌn wʌn fɪfti,noɾlestɾin21150,norlestrin fe 1 50,noːɹlɪstɹɪn fiː wʌn fɪfti,noɾlestɾinfe150,0,0.8333333,0.9047619,0,2,0,0.6111111,0.2777778,0.8888889,0.8666667,2,0,0,0.6111111,0.9090909,0,2,0,0.648538,0.84210527,0.648538,0.84210527,0,11,5,1,1,1,1,0,1,1,1,0,0,1
briviact,bɹɪvɪækt,bɾivjakt,revia,ɹɪvɪə,ɾevja,0,0.25,0.7083334,1,0,3,0.375,0.0,0.5,0.39999998,1,0,3,0.0,0.6923077,1,0,3,0.576,0.59615386,0.518,0.5769231,3,0,0,3,0,0,0,0,1,0,0,0,1,0
tresiba,tɹɛzɪbə,tɾesiba,yutrepia,juːtɹiːpiə,jutɾepiaʔ,0,0.25,0.75,1,2,1,0.375,0.125,0.5,0.25,1,2,1,0.0,0.73333335,1,2,1,0.66041666,0.58181816,0.5875,0.5690909,1,0,1,0,0,1,1,0,1,0,0,0,0,1
neupogen,nuːpədʒən,neupogen,neoprofen,niːoʊpɹoʊfən,neopɾofen,0,0.33333334,0.84375,2,1,0,0.22222222,0.22222222,0.6666666,0.6,2,1,0,0.22222222,0.8235294,2,1,0,0.5830769,0.74,0.46923077,0.7218182,1,2,2,1,0,0,0,0,1,1,1,0,0,1
metronidazole,mɛtɹənɪdɐzoʊl,metɾonidasole,metro iv,mɛtɹoʊ ɹoʊmən foːɹ,metɾoʔiv,0,0.3846154,0.64102566,1,0,6,0.3846154,0.0,0.46153843,0.4285714,2,0,5,0.3846154,0.65,1,0,6,0.64175826,0.47088608,0.5538462,0.46962026,5,5,0,3,3,2,3,0,0,1,0,0,0,1
unipres,juːnɪpɚz,ʔunipɾes,uniretic,juːnɪɹɛɾɪk,ʔuniɾetik,0,0.5,0.76666665,1,2,1,0.375,0.0,0.5,0.25,1,2,1,0.375,0.73333335,1,2,1,0.59272724,0.7181818,0.59272724,0.71090907,1,3,0,0,1,1,1,1,1,1,0,0,1,0
intuniv,ɪntuːnɪv,ʔintuniv,invega,ɪnviːgə,ʔinvega,1,0.2857143,0.6923077,4,0,1,0.2857143,0.0,0.28571427,0.25,4,0,1,0.2857143,0.6153846,4,0,1,0.6,0.658,0.53023255,0.554,1,2,0,1,0,0,0,1,1,1,0,0,2,1
ribavirin,ɹɪbɐvɪɹɪn,ɾibaviɾin,riboflavin,ɹɪbəflævɪn,ɾiboflavjn,1,0.6,0.81578946,4,1,0,0.3,0.2,0.5,0.5,4,1,0,0.3,0.7631579,4,1,0,0.783871,0.6515625,0.7516129,0.5203125,1,3,2,1,0,0,0,0,0,1,1,0,0,1
metadate cd,mɛɾədeɪt siːdiː,metadatekd,metadate er,mɛɾədeɪt ɜː,metadateʔeɾ,1,0.8181818,0.8974359,2,0,0,0.8181818,0.0,0.8181818,0.71428573,2,0,0,0.8181818,0.9,2,0,0,0.74027777,0.7835821,0.72083336,0.7776119,0,9,0,1,1,1,1,0,1,1,0,0,0,1
myleran,maɪlɚɹən,mjleɾan,pylera,paɪlɚɹə,pjleɾa,0,0.5714286,0.84615386,1,0,1,0.71428573,0.0,0.71428573,0.6,1,0,1,0.0,0.84615386,1,0,1,0.75,0.73333335,0.75,0.73333335,1,0,0,1,0,0,0,1,1,0,0,0,0,1
mitomycin,maɪɾəmaɪsɪn,mitomjsjn,mitoxantrone,maɪɾəksæntɹoʊn,mitoksantɾone,1,0.33333334,0.71428573,4,3,0,0.33333334,0.0,0.4166667,0.4285714,4,3,0,0.33333334,0.6904762,4,3,0,0.55581397,0.46419752,0.5046512,0.46419752,3,4,0,1,2,0,2,0,1,1,1,0,0,0
antivert,æntɪvɜːt,ʔantiveɾt,axert,æksɚt,ʔakseɾt,1,0.375,0.6923077,1,0,3,0.375,0.375,0.5,0.39999998,1,0,3,0.125,0.6923077,1,0,3,0.49302325,0.6526316,0.48372093,0.645614,3,1,3,2,1,1,1,0,0,1,1,0,0,0
ditropan,dɪtɹəpæn,ditɾopan,zioptan,zɪɑːptən,zioptan,0,0.25,0.7241379,1,1,2,0.25,0.25,0.5,0.19999999,1,1,2,0.0,0.73333335,1,1,2,0.632,0.626,0.518,0.626,1,0,2,1,1,0,0,1,1,0,1,0,0,0
cefazolin,sɛfɐzɑːlɪn,kʔefasolin,ceftazidime,sɛftɐzɪdaɪm,keftasidime,1,0.36363637,0.8,3,2,0,0.27272728,0.0,0.5454545,0.5,3,2,0,0.27272728,0.78947365,3,2,0,0.7328358,0.6671642,0.6134328,0.65820897,2,3,0,1,1,0,1,0,0,1,0,0,0,1
klonopin,klɑːnəpɪn,klonopin,oncovin,ɑːŋkəvɪn,ʔonkovjn,0,0.25,0.76666665,1,1,2,0.25,0.25,0.5,0.19999999,1,1,2,0.0,0.73333335,1,1,2,0.582,0.44423077,0.574,0.44423077,1,0,2,1,0,0,0,1,1,0,1,0,0,1
clozaril,klɑːzɑːɹɹəl,klosaɾil,colazal,kɑːlæzəl,kolasal,1,0.25,0.76666665,3,0,1,0.25,0.125,0.5,0.8,3,0,1,0.125,0.7241379,3,0,1,0.5859649,0.654,0.49298245,0.566,1,1,1,1,0,0,0,1,1,1,1,0,0,1
babybig,beɪbɪbɪg,babjbig,hbig,eɪtʃbɪg,hbig,1,0.2857143,0.6818182,1,0,3,0.42857143,0.42857143,0.4285714,0.39999998,1,0,3,0.0,0.6363636,1,0,3,0.62083334,0.42222223,0.62916666,0.42222223,3,0,3,2,1,2,1,0,1,0,1,0,0,1
lanorinal,lænoːɹɪnəl,lanoɾinal,norinyl,noːɹɪnaɪl,noɾinjl,0,0.44444445,0.84375,1,0,2,0.5555556,0.11111111,0.6666666,0.6,1,0,2,0.0,0.8125,1,0,2,0.8127273,0.63272727,0.72545457,0.63272727,2,0,1,0,2,1,2,0,1,0,1,0,0,1
foradil,fɔːɹɐdɪl,foɾadil,tofranil,tɑːfɹɐnɪl,tofɾanil,0,0.25,0.8,2,1,0,0.25,0.25,0.625,0.6,2,1,0,0.0,0.82142854,2,1,0,0.686,0.698,0.64,0.706,1,0,2,1,0,0,0,1,1,0,1,0,0,1
bacitracin zinc and polymyxin b sulfate,bæsɪtɹæsɪn zɪŋk ænd pɑːlɪmɪksɪn biː sʌlfeɪt,bakitɾasjnzkʔandpoljmjksinbsulfate,bacitracin zinc neomycin sulfate polymyxin b sulfate,bæsɪtɹæsɪn zɪŋk niːoʊmaɪsɪn sʌlfeɪt pɑːlɪmɪksɪn biː sʌlfeɪt,bakitɾasjnzkneomjsjnsulfatepoljmjksinbsulfate,0,0.6730769,0.8427673,2,12,0,0.3846154,0.3846154,0.71153843,0.75,2,13,0,0.30769232,0.825,2,12,0,0.65424836,0.65467125,0.6493464,0.6256055,13,16,20,7,4,5,5,0,1,1,1,0,0,1
ritalin,ɹɪɾɐlɪn,ɾitalin,ritodrine,ɹɪɾədɹiːn,ɾitodɾine,1,0.44444445,0.8125,2,2,0,0.33333334,0.0,0.5555556,0.6,2,2,0,0.33333334,0.7419355,2,2,0,0.778,0.68545455,0.718,0.59818184,2,3,0,1,1,0,1,0,0,1,1,0,0,1
adacel,ɐdeɪsəl,ʔadakel,daptacel,dæpteɪsəl,daptakel,1,0.5,0.82142854,1,2,0,0.5,0.5,0.625,0.6,1,2,0,0.0,0.78571427,1,2,0,0.72,0.696,0.64,0.704,2,0,4,2,0,0,0,1,1,0,1,0,0,0
tanzeum,tænziːəm,tansjum,trulicity,tɹuːlɪsɪɾi,tɾuljsitj,1,0.11111111,0.5806452,6,2,0,0.11111111,0.0,0.111111104,0.16666669,6,2,0,0.11111111,0.516129,6,2,0,0.36727273,0.3559322,0.3272727,0.27118647,2,1,0,2,1,1,0,0,0,1,0,0,1,0
migalastat,mɪgɐlæstæt,migalastat,miglustat,mɪgləstæt,miglustat,1,0.6,0.92105263,1,0,1,0.4,0.4,0.8,1.0,1,0,1,0.3,0.8947368,1,0,1,0.88387096,0.87419355,0.83548385,0.8129032,1,3,4,0,1,1,1,0,0,1,1,0,0,1
dalvance,dælvəns,dalvejnkeʔ,glucovance,gluːkɑːvəns,glukovankeʔ,0,0.4,0.75,3,2,0,0.5,0.5,0.5,0.6666666,3,2,0,0.0,0.7222222,3,2,0,0.5719298,0.6115942,0.51929826,0.5797101,2,0,5,1,1,1,1,0,0,0,1,0,0,0
valacyclovir,vælɐsaɪkləvɪɹ,valasikelovjɾ,valganciclovir,vælgɐnsɪkləvɪɹ,valgansjslovjɾ,1,0.5714286,0.90384614,1,2,0,0.42857143,0.42857143,0.78571427,0.6666666,1,2,0,0.21428572,0.88461536,1,2,0,0.81704545,0.625,0.77272725,0.625,2,3,6,1,1,0,1,0,1,1,1,0,0,1
bicitra,baɪsɪtɹə,bjsitɾa,polycitra,pɑːlɪsɪtɹə,poljsitɾa,1,0.44444445,0.8125,2,2,0,0.5555556,0.5555556,0.5555556,0.5,2,2,0,0.0,0.78125,2,2,0,0.8109091,0.7157895,0.81454545,0.7157895,2,0,5,2,0,1,0,0,1,0,1,0,0,1
darbid,dɑːɹbɪd,daɾbid,varubi,vɑːɹɹuːbaɪ,vaɾubi,0,0.33333334,0.75,1,1,1,0.33333334,0.0,0.5,0.5,1,1,1,0.0,0.75,1,1,1,0.6375,0.7026316,0.59166664,0.7131579,0,0,0,1,1,1,1,0,0,0,0,0,0,0
humalog,hjuːmɐlɑːg,humalog,novolog,nɑːvəlɑːg,novolog,1,0.2857143,0.7777778,4,0,0,0.42857143,0.42857143,0.4285714,0.5,4,0,0,0.0,0.75,4,0,0,0.594,0.68139535,0.52,0.54651165,0,0,3,0,0,0,0,0,0,0,1,0,0,1
orgaran,ɔːɹgæɹən,ʔoɾgaɾan,orgatrax,ɔːɹgɐtɹæks,ʔoɾgatɾaks,0,0.625,0.8666667,1,1,0,0.5,0.0,0.75,0.6,1,1,0,0.5,0.8666667,1,1,0,0.58947366,0.640625,0.44912282,0.640625,1,4,0,1,0,0,0,0,1,1,0,0,0,1
pyridoxine,pɪɹɪdɑːksaɪn,pjɾidoksʔineʔ,pyocidin,paɪəsɪdɪn,pjosidin,0,0.4,0.7428571,1,1,3,0.2,0.0,0.5,0.6666666,1,1,3,0.2,0.7222222,1,1,3,0.64776117,0.49036145,0.4238806,0.45180723,2,2,0,1,1,1,1,0,0,1,1,0,0,1
sertraline,sɜːtɹəlaɪn,seɾtɾaline,deltalin,dɛltɐlɪn,deltalin,0,0.3,0.8055556,2,0,2,0.4,0.0,0.6,0.5,2,0,2,0.0,0.7647059,2,0,2,0.69454545,0.6935484,0.58,0.6870968,2,0,0,1,1,0,1,0,0,0,1,0,0,1
zonegran,zoʊŋgɹən,zonegɾan,zonalon,zoʊnælən,zonalon,0,0.375,0.8333333,3,0,1,0.375,0.125,0.5,0.6,3,0,1,0.375,0.73333335,3,0,1,0.7,0.754,0.692,0.554,1,3,1,1,0,0,0,0,0,1,1,0,0,0
aciphex,ɐsɪfɛks,ʔasipʤks,adipex p,ædaɪpɛks piː,ʔadipeksp,0,0.375,0.7777778,1,1,1,0.25,0.0,0.5,0.19999999,1,2,1,0.125,0.78571427,1,1,1,0.6716667,0.6894737,0.535,0.6894737,1,1,0,0,0,0,0,0,1,1,0,0,1,0
ammonium chloride in plastic container,æmoʊniəm kloːɹaɪd ɪn plæstɪk kənteɪnɚ,ʔammonjumʧloɾideʔinplastikkontaʔineɾ,theophylline and dextrose 5 in plastic container,θiːəfɪlaɪn ænd dɛkstɹoʊz faɪv ɪn plæstɪk kənteɪnɚ,theophjllineʔanddekstɾose5ʔinplastikkontaʔineɾ,0,0.45833334,0.7941176,13,7,0,0.4375,0.4375,0.5416666,0.5151515,12,10,0,0.0,0.77397263,12,7,0,0.64341086,0.61333334,0.61550385,0.6049123,10,0,21,6,1,0,1,0,1,0,1,0,0,1
clonazepam,klɑːneɪzpæm,klonasepam,lorazepam,loːɹeɪzpæm,loɾasepam,1,0.6,0.8947368,1,0,1,0.6,0.6,0.8,0.6666666,1,0,1,0.0,0.8947368,1,0,1,0.7516129,0.766129,0.66451615,0.7596774,1,0,6,1,0,0,0,1,1,0,1,0,0,1
avinza,ævɪnzə,ʔavsa,evista,ɪvɪstə,ʔevista,1,0.16666667,0.7916667,3,0,0,0.33333334,0.16666667,0.5,0.3333333,3,0,0,0.0,0.75,3,0,0,0.74722224,0.68604654,0.725,0.55581397,0,0,1,0,0,0,0,0,1,0,1,0,0,0
acetated ringer s in plastic container,æsɪteɪɾɪd ɹɪŋɚɹ ɛs ɪn plæstɪk kənteɪnɚ,ʔaketatedɾiŋeɾsʔinplastikkontaʔineɾ,perikabiven in plastic container,pɛɹɪkæbɪvən ɪn plæstɪk kənteɪnɚ,peɾikabivenʔinplastikkontaʔineɾ,0,0.55263156,0.81666666,8,0,4,0.55263156,0.55263156,0.6315789,0.6,8,0,6,0.0,0.8145161,8,0,4,0.73532337,0.7502283,0.718408,0.7146119,6,0,21,3,1,1,1,0,1,0,1,0,0,1
activase,æktɪveɪs,ʔaktivase,cathflo activase,kæθfloʊ æktɪveɪs,katfloʔʔaktivase,1,0.4375,0.71111107,0,7,0,0.5,0.5,0.5,0.39999998,0,8,0,0.0,0.6956522,0,7,0,0.54065937,0.57,0.54065937,0.57,8,0,8,5,2,2,2,0,1,0,1,0,0,1
hydrochlorothiazide,haɪdɹəkloːɹoʊθɪeɪzaɪd,hjdɾoʧloɾothiʔazide,reserpine and hydrochlorothiazide 50,ɹɪsɜːpaɪn ænd haɪdɹəkloːɹoʊθɪeɪzaɪd fɪfti,ɾeseɾpineʔandhjdɾoʧloɾothiʔazide50,0,0.5,0.75268817,0,12,0,0.5277778,0.0,0.5277778,0.5,0,17,0,0.0,0.76,0,12,0,0.5462963,0.595,0.5462963,0.595,17,0,0,7,5,7,5,0,0,0,0,0,1,1
cabenuva,keɪbnuːvə,kabenuva,abreva,ɐbɹɛvə,ʔabɾeva,0,0.25,0.75,2,0,2,0.25,0.25,0.5,0.5,2,0,2,0.0,0.71428573,2,0,2,0.6020833,0.59791666,0.43333334,0.56875,2,0,2,1,1,1,1,0,0,0,0,0,1,0
depocyt,dɪpɑːsɪt,depokjt,duvyzat,dʌvɪzæt,duvjsat,0,0.14285715,0.82142854,5,0,0,0.14285715,0.14285715,0.28571427,0.39999998,5,0,0,0.14285715,0.6296296,5,0,0,0.89302325,0.53333336,0.7767442,0.51111114,0,1,1,0,0,0,0,0,1,1,1,0,1,0
haloperidol intensol,heɪloʊpɹɪdɑːl ɪntɛnsɑːl,halopeɾidolʔintensol,prednisone intensol,pɹɪdnɪsoʊn ɪntɛnsɑːl,pɾednisoneʔintensol,0,0.4,0.7638889,7,1,2,0.45,0.45,0.5,0.5833334,7,1,2,0.0,0.72602737,7,1,2,0.6319672,0.70080644,0.5885246,0.6879032,1,0,9,0,1,2,1,0,1,0,1,0,0,1
miglustat,mɪgləstæt,miglustat,monistat,mɑːnɪstæt,monistat,0,0.44444445,0.8235294,3,0,1,0.44444445,0.44444445,0.5555556,0.6666666,3,0,1,0.11111111,0.7941176,3,0,1,0.72982454,0.70877194,0.5824561,0.68421054,1,1,4,1,0,0,0,0,0,1,1,0,0,1
provera,pɹɑːvɚɹə,pɾoveɾa,prozac,pɹɑːzæk,pɾosak,1,0.42857143,0.7307692,3,0,1,0.42857143,0.0,0.4285714,0.5,3,0,1,0.42857143,0.6923077,3,0,1,0.6511628,0.69069767,0.6511628,0.5860465,1,3,0,0,1,1,1,0,0,1,0,0,1,0
clindesse,klɪndɛs,klindesse,clindets,klɪndɪts,klindeʧ,1,0.6666667,0.8787879,1,0,1,0.6666667,0.0,0.7777778,0.8333333,1,0,1,0.6666667,0.875,1,0,1,0.8730769,0.77894735,0.86538464,0.77894735,1,6,0,0,1,0,1,1,1,1,1,0,0,1
methimazole,mɛθɪmæzoʊl,methimasole,betimol,bɪtɪmɑːl,betimol,0,0.27272728,0.71428573,1,0,4,0.18181819,0.0,0.5454545,0.5,1,0,4,0.0,0.7222222,1,0,4,0.57,0.49253732,0.45833334,0.49253732,4,0,0,2,2,1,2,0,0,0,1,0,1,0
estratest,ɛstɹeɪtɪst,ʔestɾatest,strattera,stɹæɾɚɹə,stɾatteɾa,0,0.5555556,0.8,2,1,1,0.5555556,0.0,0.5555556,0.6666666,2,1,1,0.0,0.8,2,1,1,0.59354836,0.6875,0.58709675,0.6875,0,0,0,0,0,0,0,0,1,0,0,0,0,1
dabigatran,dæbɪgætɹæn,dabigatɾan,vigabatrin,vɪgɐbætɹɪn,vigabatɾin,1,0.4,0.775,6,0,0,0.3,0.1,0.39999998,0.5,6,0,0,0.0,0.7,6,0,0,0.8548387,0.85967743,0.78064513,0.66290325,0,0,1,0,0,0,0,0,1,0,1,0,0,1
tromethamine,tɹoʊmθɐmiːn,tɾomethamine,trophamine,tɹɑːfɐmiːn,tɾophamine,1,0.6666667,0.85714287,1,0,2,0.5,0.5,0.75,0.71428573,1,0,2,0.25,0.8636364,1,0,2,0.7870968,0.7675676,0.6483871,0.772973,2,3,6,1,1,1,1,0,0,1,1,0,0,1
tecvayli,tɛkveɪli,tekvajliʔ,zevalin,zɛvɐlɪn,zevalin,0,0.25,0.7586207,1,1,2,0.25,0.0,0.5,0.19999999,1,1,2,0.0,0.71428573,1,1,2,0.68958336,0.53157896,0.47708333,0.5245614,1,0,0,1,0,0,0,0,1,0,0,0,0,1
hydralazine,haɪdɹɐlæziːn,hjdɾalasʔineʔ,hydroxyzine,haɪdɹɑːksɪziːn,hjdɾoksjzine,1,0.6363636,0.9047619,3,0,0,0.36363637,0.36363637,0.72727275,0.75,3,0,0,0.36363637,0.8636364,3,0,0,0.8,0.61445785,0.8,0.5566265,0,4,4,1,1,0,1,0,0,1,1,0,0,1
humalog,hjuːmɐlɑːg,humalog,humulin,hjuːmjʊlɪn,humulin,1,0.42857143,0.84615386,3,0,0,0.42857143,0.0,0.57142854,0.75,3,0,0,0.42857143,0.7777778,3,0,0,0.72105265,0.82325584,0.5385965,0.7023256,0,3,0,0,0,0,0,0,0,1,0,0,0,1
bio t gel,baɪoʊ tiː dʒɛl,biotgel,t gel,tiː dʒɛl,tgel,1,0.44444445,0.7619048,0,0,3,0.5555556,0.5555556,0.5555556,0.6666666,0,0,4,0.0,0.72727275,0,0,3,0.5846154,0.60465115,0.5846154,0.60465115,4,0,5,1,1,2,2,0,0,0,1,0,0,1
